"ID","DATE.OF.INTERVIEW","VIP.toilets","ECOSAN.toilets","Inside.waterflush.toilets","Outside.waterflush.toilets","Poor.flush.Inside","Poor.flush.Outside","Pit.Latrine","Disused.Buried","Total.number.of.toilets.0.","Enough.space.another.toilet","Where.do.you.dispose.your.solid.wastes.","Age.of.toilet..Years...Age","Interface.Layout","CONTAINMENT.SUBSTRUCTURE","Condition.of.the.components..Interface...Score.Condition","Condition.of.the.components..Substructure.Containment....Score.Condition","Record.the.observed.shape.of.the.substructure.containment.","Diameter","Length","Is.washing.hand.basin.present.","Any.overflow.flooding.","area.m3"
"11977","2017-11-09",NA,NA,1,NA,NA,NA,0,NA,1,TRUE,"Rubbish Pit",0,"Sit down toilet with manual (hand) flushing system","Septic Tank",5,5,"Rectagular",NA,4,"Yes","No",12.5
"11978","2017-11-09",NA,NA,1,NA,NA,NA,0,0,1,TRUE,"Bin which is collected CBEs",6,"Sit down toilet with manual (hand) flushing system","Septic Tank",4,4,"Rectagular",NA,350,"Yes","No",12.5
"11979","2017-11-09",NA,NA,NA,NA,NA,1,0,NA,1,TRUE,"Bin which is collected CBEs",8,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,150,"No","No",4.5
"11980","2017-11-09",NA,NA,NA,NA,NA,NA,1,0,1,TRUE,"Rubbish Pit",2,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,150,"No","No",4.5
"11981","2017-11-09",NA,NA,NA,1,NA,NA,0,0,1,TRUE,"Rubbish Pit",1,"Sit down toilet with manual (hand) flushing system","Septic Tank",5,4,"Rectagular",NA,200,"No","No",12.5
"11982","2017-11-09",NA,NA,NA,NA,NA,1,0,NA,1,FALSE,"Bin which is collected CBEs",1,"Sit down toilet with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,2,"No","No",12.5
"11983","2017-11-09",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",2,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,290,"No","No",4.5
"11984","2017-11-09",NA,NA,NA,NA,NA,NA,1,0,1,TRUE,"Rubbish Pit",8,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,200,"No","No",4.5
"11985","2017-11-09",NA,NA,NA,NA,NA,1,0,NA,1,TRUE,"Bin which is collected CBEs",0,"Sit down toilet with pour (bucket) flushing system","Pit latrine",4,4,"Rectagular",NA,2.8,"No","No",4.5
"11986","2017-11-09",NA,NA,1,NA,NA,NA,0,NA,1,TRUE,"Rubbish Pit",2,"Sit down toilet with manual (hand) flushing system","Septic Tank",4,4,"Rectagular",NA,3,"Yes","No",12.5
"11987","2017-11-09",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",2,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,290,"No","No",4.5
"11988","2017-11-09",NA,NA,NA,NA,NA,1,0,NA,1,FALSE,"Bin which is collected CBEs",3,"Sit down toilet with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,NA,"No","No",12.5
"11989","2017-11-09",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",8,"Squat hole (Dry toilet)","Septic Tank",4,4,"Rectagular",NA,2.4,"No","No",12.5
"11990","2017-11-09",NA,NA,1,NA,NA,NA,0,NA,1,TRUE,"Bin which is collected CBEs",3,"Sit down toilet with manual (hand) flushing system","Septic Tank",5,5,"Rectagular",NA,200,"No","No",12.5
"11991","2017-11-08",NA,NA,NA,NA,NA,NA,1,NA,1,FALSE,"Bin which is collected CBEs",3,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,260,"No","No",4.5
"11992","2017-11-09",1,NA,NA,NA,NA,NA,0,0,1,TRUE,"Rubbish Pit",5,"Squat hole (Dry toilet)","Pit latrine",2,2,"Rectagular",NA,250,"No",NA,4.5
"11993","2017-11-09",NA,NA,NA,NA,NA,1,0,NA,1,FALSE,"Bin which is collected CBEs",7,"Sit down toilet with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,3.2,"No","No",12.5
"11994","2017-11-09",NA,NA,1,NA,NA,NA,1,NA,2,FALSE,"Bin which is collected CBEs",5,"Sit down toilet with manual (hand) flushing system","Septic Tank",5,5,"Rectagular",NA,222,"No","No",12.5
"11995","2017-11-09",NA,NA,NA,NA,1,NA,0,0,1,TRUE,"Bin which is collected CBEs",3,"Sit down toilet with pour (bucket) flushing system","Septic Tank",4,5,"Rectagular",NA,400,"Yes","No",12.5
"11996","2017-11-09",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",4,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,2.4,"No","No",4.5
"11997","2017-11-09",NA,NA,NA,NA,1,NA,0,NA,1,TRUE,"Bin which is collected CBEs",3,"Sit down toilet with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,2.4,"No","No",12.5
"11998","2017-11-09",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",2,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,180,"No","No",4.5
"11999","2017-11-09",NA,NA,NA,NA,NA,1,0,1,2,TRUE,"Rubbish Pit",NA,NA,NA,3,3,"Rectagular",NA,1.5,NA,"No",0
"12000","2017-11-09",NA,NA,NA,NA,NA,NA,1,NA,1,FALSE,"Bin which is collected CBEs",7,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,400,"No","No",4.5
"12001","2017-11-09",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",4,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,300,"No","No",4.5
"12002","2017-11-09",NA,NA,NA,NA,NA,1,0,NA,1,TRUE,"Rubbish Pit",4,"Sit down toilet with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,2.8,"No","No",12.5
"12003","2017-11-09",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",3,"Squat hole (Dry toilet)","Pit latrine",4,3,"Rectagular",NA,150,"No","No",4.5
"12004","2017-11-09",NA,NA,2,NA,NA,NA,0,NA,2,FALSE,"Bin which is collected CBEs",6,"Sit down toilet with manual (hand) flushing system","Septic Tank",4,4,"Rectagular",NA,400,"Yes","No",12.5
"12005","2017-11-09",NA,NA,1,NA,NA,NA,0,NA,1,TRUE,"Bin which is collected CBEs",0,"Sit down toilet with manual (hand) flushing system","Septic Tank",4,4,"Rectagular",NA,3.2,"No","No",12.5
"12006","2017-11-09",NA,NA,NA,NA,NA,1,0,NA,1,TRUE,"Rubbish Pit",6,"Sit down toilet with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,3,"No","No",12.5
"12007","2017-11-09",NA,NA,NA,NA,NA,1,0,NA,1,FALSE,"Rubbish Pit",2,"Sit down toilet with pour (bucket) flushing system","Septic Tank",3,3,"Rectagular",NA,210,"No","No",12.5
"12008","2017-11-09",NA,NA,NA,NA,NA,1,0,NA,1,TRUE,"Bin which is collected CBEs",4,"Squat with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,150,"No","No",12.5
"12009","2017-11-09",NA,NA,NA,NA,NA,NA,0,0,0,TRUE,"Rubbish Pit",2,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,214,"No","No",4.5
"12010","2017-11-09",NA,NA,NA,NA,NA,NA,1,NA,1,FALSE,"Bin which is collected CBEs",5,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,150,"No","No",4.5
"12011","2017-11-09",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",1,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,350,"No","No",4.5
"12012","2017-11-09",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",1,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,1.7,"No","No",4.5
"12013","2017-11-09",NA,NA,NA,NA,NA,1,0,NA,1,TRUE,"Rubbish Pit",4,"Sit down toilet with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,3,"No","No",12.5
"12014","2017-11-09",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",6,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,150,"No","No",4.5
"12015","2017-11-09",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Multiple Choices",2,"Urine Diversion Toilet","Septic Tank",4,4,"Circular",NA,NA,"Yes","Yes",12.5
"12016","2017-11-09",NA,NA,1,NA,NA,NA,0,NA,1,TRUE,"Rubbish Pit",8,"Sit down toilet with manual (hand) flushing system","Septic Tank",4,4,"Rectagular",NA,2.3,"No","No",12.5
"12017","2017-11-09",NA,NA,NA,NA,NA,NA,1,0,1,TRUE,"Rubbish Pit",3,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,200,"No","No",4.5
"12018","2017-11-09",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",7,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,1.4,"No","No",4.5
"12019","2017-11-09",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",4,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,2.5,"No","No",4.5
"12020","2017-11-09",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",4,"Squat with pour (bucket) flushing system","Pit latrine",4,4,"Rectagular",NA,150,"No","No",4.5
"12021","2017-11-09",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",4,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,150,"No","No",4.5
"12022","2017-11-09",NA,NA,NA,NA,NA,NA,1,0,1,TRUE,"Bin which is collected CBEs",4,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,250,"No","No",4.5
"12023","2017-11-09",NA,NA,NA,NA,NA,NA,1,NA,1,FALSE,"Bin which is self disposed",3,"Other","Pit latrine",4,4,"Rectagular",NA,2.4,"No","No",4.5
"12024","2017-11-09",NA,NA,NA,NA,NA,NA,1,NA,1,FALSE,"Rubbish Pit",5,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,150,"No",NA,4.5
"12025","2017-11-09",NA,NA,1,NA,NA,NA,0,NA,1,FALSE,"Bin which is collected CBEs",4,NA,"Septic Tank",3,3,"Rectagular",NA,200,"Yes","Yes",12.5
"12026","2017-11-09",1,NA,NA,NA,NA,NA,0,0,1,TRUE,"Rubbish Pit",3,"Sit down toilet with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,2000,"Yes","Yes",12.5
"12027","2017-11-09",NA,NA,1,NA,NA,NA,0,NA,1,FALSE,"Bin which is collected CBEs",NA,"Sit down toilet with manual (hand) flushing system","Septic Tank",4,4,"Rectagular",NA,3.2,"No","No",12.5
"12028","2017-11-09",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",10,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.6,"No","No",4.5
"12029","2017-11-09",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",5,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,2.6,"No","No",4.5
"12030","2017-11-09",NA,NA,NA,NA,NA,NA,1,0,1,TRUE,"Rubbish Pit",1,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,240,"No","No",4.5
"12031","2017-11-09",NA,NA,NA,NA,NA,1,0,NA,1,TRUE,"Rubbish Pit",3,"Sit down toilet with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,2.4,"No","No",12.5
"12032","2017-11-09",NA,NA,NA,NA,NA,NA,1,0,1,TRUE,"Rubbish Pit",2,"Squat hole (Dry toilet)","Pit latrine",3,NA,"Rectagular",NA,150,"No","No",4.5
"12033","2017-11-09",NA,NA,NA,NA,NA,1,0,NA,1,TRUE,"Rubbish Pit",3,"Sit down toilet with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,2.1,"No","No",12.5
"12034","2017-11-09",1,NA,NA,NA,NA,NA,0,NA,1,TRUE,"Rubbish Pit",1,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,3.1,"No","No",4.5
"12035","2017-11-09",NA,NA,NA,1,NA,NA,0,NA,1,TRUE,"Rubbish Pit",2,"Squat with pour (bucket) flushing system","Pit latrine",4,4,"Rectagular",NA,258,"No","No",4.5
"12036","2017-11-09",NA,NA,NA,NA,NA,NA,1,0,1,TRUE,"Bin which is collected CBEs",2,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,200,"No","No",4.5
"12037","2017-11-09",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",3,NA,"Pit latrine",3,3,"Rectagular",NA,400,"No","No",4.5
"12038","2017-11-09",NA,NA,NA,NA,NA,NA,1,0,1,TRUE,"Bin which is collected CBEs",2,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,238,"No","No",4.5
"12039","2017-11-09",NA,NA,NA,NA,NA,NA,1,NA,1,FALSE,"Rubbish Pit",5,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,250,"No","No",4.5
"12040","2017-11-09",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",4,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,140,"No","No",4.5
"12041","2017-11-09",NA,NA,NA,NA,NA,NA,1,0,1,TRUE,"Bin which is collected CBEs",4,"Sit down toilet with manual (hand) flushing system","Septic Tank",5,5,"Rectagular",NA,315,"Yes","No",12.5
"12042","2017-11-09",NA,NA,NA,NA,NA,NA,1,1,2,TRUE,"Rubbish Pit",8,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,330,"No","No",4.5
"12043","2017-11-09",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",3,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,2.3,"No","No",4.5
"12044","2017-11-09",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",5,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,300,"No","No",4.5
"12045","2017-11-09",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",1,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,2.4,"No","No",4.5
"12046","2017-11-09",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",0,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,2.3,"No","No",4.5
"12047","2017-11-09",NA,NA,NA,NA,NA,1,0,NA,1,TRUE,"Bin which is collected CBEs",3,"Squat with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,213,"No","No",12.5
"12048","2017-11-09",NA,NA,NA,NA,NA,1,0,NA,1,TRUE,"Bin which is collected CBEs",1,"Sit down toilet with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,200,"No","No",12.5
"12049","2017-11-09",NA,NA,NA,NA,NA,NA,1,0,1,TRUE,"Bin which is collected CBEs",3,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,153,"No","No",4.5
"12050","2017-11-09",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",5,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,150,"No","No",4.5
"12051","2017-11-09",NA,NA,NA,NA,NA,1,0,0,1,TRUE,"Rubbish Pit",6,"Sit down toilet with manual (hand) flushing system","Septic Tank",3,3,"Rectagular",NA,200,"No","No",12.5
"12052","2017-11-09",NA,NA,NA,NA,NA,1,0,0,1,TRUE,"Bin which is collected CBEs",5,"Sit down toilet with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,195,"No","No",12.5
"12053","2017-11-09",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",4,"Squat hole (Dry toilet)","Pit latrine",4,3,"Rectagular",NA,150,"No","No",4.5
"12054","2017-11-09",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",6,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,300,"No",NA,4.5
"12055","2017-11-09",NA,NA,NA,NA,NA,NA,1,0,1,TRUE,"Bin which is collected CBEs",6,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,200,"No","No",4.5
"12056","2017-11-09",NA,NA,NA,1,NA,NA,0,NA,1,TRUE,"Bin which is collected CBEs",3,"Sit down toilet with pour (bucket) flushing system","Pit latrine",4,4,"Rectagular",NA,5,"No","No",4.5
"12057","2017-11-09",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",NA,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.2,"No","No",4.5
"12058","2017-11-09",NA,NA,NA,NA,NA,1,0,1,2,TRUE,"Bin which is collected CBEs",2,"Sit down toilet with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,2,"No","No",12.5
"12059","2017-11-09",NA,NA,1,NA,NA,NA,1,NA,2,FALSE,"Rubbish Pit",5,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2,"No","No",4.5
"12060","2017-11-09",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",3,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2,"No","No",4.5
"12061","2017-11-09",NA,NA,NA,NA,NA,NA,1,NA,1,FALSE,"Other (please specify)",1,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.3,"No","No",4.5
"12062","2017-11-09",NA,NA,NA,NA,NA,NA,1,NA,1,FALSE,"Bin which is collected CBEs",11,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,2.1,"No","No",4.5
"12063","2017-11-09",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",NA,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.4,"No","No",4.5
"12064","2017-11-09",NA,NA,NA,NA,NA,1,0,NA,1,TRUE,"Bin which is collected CBEs",6,"Sit down toilet with pour (bucket) flushing system","Septic Tank",3,3,"Rectagular",NA,2.6,"No","No",12.5
"12065","2017-11-09",NA,NA,NA,NA,NA,1,0,NA,1,TRUE,"Bin which is collected CBEs",3,"Squat with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,2.5,"No","No",12.5
"12066","2017-11-09",NA,NA,1,NA,NA,NA,1,NA,2,TRUE,"Rubbish Pit",5,"Sit down toilet with manual (hand) flushing system","Septic Tank",NA,NA,"Rectagular",NA,9.17,"No","No",12.5
"12067","2017-11-09",NA,NA,NA,NA,NA,1,0,NA,1,TRUE,"Rubbish Pit",4,"Squat with pour (bucket) flushing system","Septic Tank",3,3,"Rectagular",NA,1.9,"No","No",12.5
"12068","2017-11-09",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",3,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.5,"No","No",4.5
"12069","2017-11-09",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",5,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.1,"No","No",4.5
"12070","2017-11-09",NA,NA,NA,NA,NA,1,0,NA,1,FALSE,"Rubbish Pit",2,"Sit down toilet with pour (bucket) flushing system","Pit latrine",4,4,"Rectagular",NA,1.85,"No","No",4.5
"12071","2017-11-09",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",5,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,1.9,"No","No",4.5
"12072","2017-11-09",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",5,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,1.8,"No","No",4.5
"12073","2017-11-09",NA,NA,NA,NA,NA,1,0,NA,1,TRUE,"Bin which is collected CBEs",3,"Sit down toilet with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,2.3,"No","No",12.5
"12074","2017-11-09",1,NA,NA,NA,NA,NA,0,NA,1,TRUE,"Bin which is collected CBEs",2,"Sit down toilet with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,2.8,"No","No",12.5
"12075","2017-11-09",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",7,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,1.7,"No","No",4.5
"12076","2017-11-09",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",2,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,2,"No","No",4.5
"12077","2017-11-09",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",4,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,3.1,"No","No",4.5
"12078","2017-11-09",NA,NA,NA,NA,NA,1,0,NA,1,FALSE,"Rubbish Pit",4,"Sit down toilet with pour (bucket) flushing system","Septic Tank",3,3,"Rectagular",NA,4,"No","No",12.5
"12079","2017-11-09",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",1,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.4,"No","No",4.5
"12080","2017-11-09",NA,NA,NA,NA,NA,NA,1,1,2,TRUE,"Bin which is collected CBEs",10,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.4,"No","No",4.5
"12081","2017-11-09",NA,NA,NA,NA,NA,NA,1,NA,1,FALSE,"Rubbish Pit",NA,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.3,"No","No",4.5
"12082","2017-11-09",NA,NA,NA,NA,NA,1,0,NA,1,TRUE,"Bin which is collected CBEs",5,"Sit down toilet with pour (bucket) flushing system","Pit latrine",4,4,"Rectagular",NA,2.7,"No","No",4.5
"12083","2017-11-09",1,NA,NA,NA,NA,NA,0,NA,1,TRUE,"Rubbish Pit",3,"Sit down toilet with pour (bucket) flushing system","Pit latrine",3,3,"Rectagular",NA,2.4,"No","No",4.5
"12084","2017-11-09",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",NA,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.3,"No","No",4.5
"12085","2017-11-09",NA,NA,NA,NA,NA,1,0,NA,1,TRUE,"Rubbish Pit",1,"Sit down toilet with pour (bucket) flushing system","Septic Tank",NA,NA,"Rectagular",NA,2.8,"No","No",12.5
"12086","2017-11-09",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",1,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,1.9,"No","No",4.5
"12087","2017-11-09",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Other (please specify)",9,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,2.5,"No","No",4.5
"12088","2017-11-10",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",3,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,120,"No","No",4.5
"12089","2017-11-10",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",5,"Squat hole (Dry toilet)","Pit latrine",2,2,"Rectagular",NA,130,"No","No",4.5
"12090","2017-11-10",NA,NA,1,NA,NA,NA,0,NA,1,TRUE,"Rubbish Pit",5,"Sit down toilet with manual (hand) flushing system","Septic Tank",4,4,"Rectagular",NA,200,"No","No",12.5
"12091","2017-11-10",NA,NA,NA,NA,NA,NA,1,0,1,TRUE,"Rubbish Pit",5,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,170,"No","No",4.5
"12092","2017-11-10",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",0,"Squat hole (Dry toilet)","Pit latrine",2,2,"Rectagular",NA,1.2,"No","No",4.5
"12093","2017-11-10",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",2,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,150,"No","No",4.5
"12094","2017-11-10",NA,NA,NA,NA,NA,NA,1,0,1,TRUE,"Rubbish Pit",9,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,300,"Yes","No",4.5
"12095","2017-11-10",NA,NA,NA,NA,NA,NA,1,0,1,TRUE,"Bin which is collected CBEs",9,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,380,"No","Yes",4.5
"12096","2017-11-10",NA,NA,NA,NA,NA,NA,0,NA,0,TRUE,"Bin which is collected CBEs",5,"Sit down toilet with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,150,"No","No",12.5
"12097","2017-11-10",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",3,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,250,"No","No",4.5
"12098","2017-11-10",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",4,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,120,"No","No",4.5
"12099","2017-11-10",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",12,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,3.1,"No","No",4.5
"12100","2017-11-10",NA,NA,NA,NA,NA,NA,1,0,1,TRUE,"Bin which is self disposed",5,"Squat hole (Dry toilet)","Pit latrine",4,4,"Rectagular",NA,213,"Yes","No",4.5
"12101","2017-11-10",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is collected CBEs",4,"Other","Pit latrine",4,3,"Rectagular",NA,150,"No","No",4.5
"12102","2017-11-10",NA,NA,NA,NA,NA,1,0,1,2,TRUE,"Rubbish Pit",2,"Sit down toilet with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,250,"Yes","No",12.5
"12103","2017-11-10",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is self disposed",8,"Squat hole (Dry toilet)","Pit latrine",4,3,"Rectagular",NA,200,"No","No",4.5
"12104","2017-11-10",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Rubbish Pit",5,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,350,"No","No",4.5
"12105","2017-11-10",NA,NA,NA,NA,1,NA,0,0,1,TRUE,"Rubbish Pit",5,"Sit down toilet with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,362,"Yes","No",12.5
"12106","2017-11-10",NA,NA,NA,NA,NA,NA,1,NA,1,TRUE,"Bin which is self disposed",2,"Squat hole (Dry toilet)","Pit latrine",3,3,"Rectagular",NA,150,"No","No",4.5
"12107","2017-11-10",NA,NA,NA,NA,NA,1,0,NA,1,TRUE,"Bin which is collected CBEs",2,"Sit down toilet with pour (bucket) flushing system","Septic Tank",4,4,"Rectagular",NA,320,"No","No",12.5
"12108","2017-11-10",NA,NA,NA,NA,NA,NA,1,NA,1,FALSE,"Bin which is collected CBEs",8,"Other","Pit latrine",4,3,"Rectagular",NA,180,"No","No",4.5
