"ID","Is.the.toilet.easily.accessible.to.the.following.people...Children","Is.the.toilet.easily.accessible.to.the.following.people...Persons.with.dissability","Is.the.toilet.easily.accessible.to.the.following.people...Women.at.night","Is.the.toilet.easily.accessible.to.the.following...Vacuum.Tanker","Is.the.toilet.easily.accessible.to.the.following...Light.Truck","Is.the.toilet.easily.accessible.to.the.following...Push.Cart"
"454",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
"455",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"456",TRUE,NA,TRUE,NA,NA,TRUE
"457",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"458",TRUE,TRUE,TRUE,NA,NA,TRUE
"459",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"460",TRUE,NA,TRUE,NA,NA,TRUE
"461",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"462",TRUE,TRUE,TRUE,TRUE,NA,NA
"463",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"464",TRUE,NA,NA,NA,NA,TRUE
"465",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"466",TRUE,FALSE,TRUE,TRUE,TRUE,NA
"467",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"468",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"469",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"470",TRUE,TRUE,TRUE,TRUE,NA,NA
"471",NA,NA,NA,TRUE,TRUE,TRUE
"472",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"473",TRUE,NA,TRUE,FALSE,TRUE,TRUE
"474",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"475",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"476",TRUE,TRUE,NA,NA,NA,TRUE
"477",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"478",TRUE,TRUE,TRUE,TRUE,NA,NA
"479",TRUE,NA,TRUE,NA,TRUE,TRUE
"480",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"481",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"482",TRUE,TRUE,TRUE,NA,NA,TRUE
"483",NA,NA,NA,NA,NA,TRUE
"484",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"485",TRUE,TRUE,TRUE,TRUE,TRUE,NA
"486",TRUE,NA,TRUE,NA,TRUE,TRUE
"487",TRUE,TRUE,NA,NA,NA,TRUE
"488",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"489",TRUE,TRUE,TRUE,NA,NA,TRUE
"490",NA,NA,TRUE,NA,NA,TRUE
"491",NA,NA,FALSE,NA,NA,TRUE
"492",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"493",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"494",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"495",TRUE,FALSE,NA,NA,NA,TRUE
"496",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"497",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"498",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"499",TRUE,TRUE,TRUE,TRUE,NA,TRUE
"500",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"501",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"502",NA,NA,NA,TRUE,TRUE,TRUE
"503",TRUE,TRUE,TRUE,NA,NA,TRUE
"504",TRUE,FALSE,NA,TRUE,TRUE,TRUE
"505",TRUE,NA,TRUE,NA,NA,TRUE
"506",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"507",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"508",TRUE,TRUE,TRUE,NA,NA,TRUE
"509",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"510",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"511",TRUE,FALSE,NA,NA,TRUE,TRUE
"512",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"513",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"514",TRUE,NA,TRUE,NA,NA,NA
"515",TRUE,NA,TRUE,TRUE,NA,NA
"516",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"517",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"518",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"519",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"520",TRUE,TRUE,TRUE,NA,NA,TRUE
"521",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"522",NA,FALSE,NA,NA,NA,TRUE
"523",NA,NA,TRUE,TRUE,TRUE,TRUE
"524",TRUE,TRUE,NA,FALSE,TRUE,TRUE
"525",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"526",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"527",TRUE,TRUE,TRUE,NA,TRUE,NA
"528",TRUE,NA,TRUE,NA,TRUE,TRUE
"529",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"530",TRUE,TRUE,TRUE,TRUE,NA,NA
"531",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"532",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"533",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"534",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"535",NA,NA,NA,NA,NA,TRUE
"536",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"537",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"538",NA,NA,TRUE,TRUE,TRUE,TRUE
"539",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"540",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"541",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"542",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"543",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"544",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"545",TRUE,TRUE,TRUE,TRUE,NA,NA
"546",NA,NA,TRUE,TRUE,TRUE,TRUE
"547",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"548",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"549",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"550",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"551",TRUE,TRUE,TRUE,NA,NA,TRUE
"552",NA,NA,NA,NA,NA,TRUE
"553",TRUE,NA,TRUE,TRUE,NA,NA
"554",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"555",TRUE,TRUE,TRUE,NA,NA,TRUE
"556",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"557",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"558",TRUE,FALSE,TRUE,NA,NA,TRUE
"559",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"560",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"561",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"562",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"563",TRUE,TRUE,TRUE,TRUE,NA,NA
"564",TRUE,TRUE,TRUE,TRUE,NA,TRUE
"565",NA,NA,TRUE,TRUE,TRUE,TRUE
"566",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"567",NA,NA,NA,NA,NA,NA
"568",TRUE,TRUE,TRUE,NA,NA,TRUE
"569",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"570",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"571",FALSE,TRUE,TRUE,TRUE,NA,NA
"572",NA,TRUE,TRUE,TRUE,TRUE,TRUE
"573",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"574",NA,NA,TRUE,NA,NA,TRUE
"575",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"576",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"577",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"578",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"579",TRUE,TRUE,TRUE,NA,NA,TRUE
"580",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"581",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"582",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"583",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"584",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"585",TRUE,NA,TRUE,NA,NA,TRUE
"586",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"587",TRUE,FALSE,TRUE,NA,NA,TRUE
"588",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"589",TRUE,NA,TRUE,NA,TRUE,NA
"590",TRUE,TRUE,TRUE,NA,NA,NA
"591",TRUE,TRUE,TRUE,NA,NA,TRUE
"592",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"593",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"594",TRUE,NA,TRUE,NA,TRUE,TRUE
"595",NA,NA,TRUE,TRUE,TRUE,TRUE
"596",TRUE,TRUE,TRUE,FALSE,NA,TRUE
"597",TRUE,TRUE,TRUE,TRUE,NA,NA
"598",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"599",TRUE,TRUE,TRUE,NA,NA,TRUE
"600",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"601",TRUE,TRUE,TRUE,NA,NA,TRUE
"602",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"603",TRUE,TRUE,NA,NA,TRUE,TRUE
"604",NA,NA,TRUE,TRUE,TRUE,TRUE
"605",TRUE,TRUE,NA,NA,NA,TRUE
"606",TRUE,TRUE,TRUE,NA,NA,TRUE
"607",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"608",NA,TRUE,NA,NA,NA,TRUE
"609",TRUE,TRUE,TRUE,TRUE,NA,NA
"610",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"611",TRUE,TRUE,TRUE,NA,NA,FALSE
"612",NA,NA,TRUE,TRUE,TRUE,TRUE
"613",TRUE,TRUE,FALSE,NA,NA,TRUE
"614",TRUE,TRUE,TRUE,NA,NA,TRUE
"615",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"616",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"617",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"618",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"619",NA,NA,TRUE,TRUE,TRUE,TRUE
"620",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"621",TRUE,TRUE,TRUE,NA,NA,TRUE
"622",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"623",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"624",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"625",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"626",TRUE,TRUE,TRUE,NA,NA,TRUE
"627",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"628",TRUE,FALSE,TRUE,TRUE,NA,NA
"629",TRUE,FALSE,NA,TRUE,TRUE,TRUE
"630",TRUE,TRUE,NA,NA,TRUE,TRUE
"631",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"632",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"633",TRUE,TRUE,TRUE,TRUE,NA,NA
"634",NA,TRUE,TRUE,TRUE,TRUE,TRUE
"635",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"636",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"637",TRUE,TRUE,TRUE,NA,NA,TRUE
"638",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"639",TRUE,TRUE,TRUE,NA,NA,NA
"640",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"641",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"642",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"643",NA,NA,TRUE,TRUE,TRUE,TRUE
"644",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"645",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"646",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"647",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"648",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"649",TRUE,TRUE,NA,NA,NA,TRUE
"650",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"651",TRUE,TRUE,TRUE,NA,NA,TRUE
"652",TRUE,TRUE,TRUE,NA,NA,TRUE
"653",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"654",TRUE,NA,TRUE,NA,TRUE,NA
"655",TRUE,TRUE,TRUE,NA,NA,TRUE
"656",TRUE,FALSE,NA,TRUE,TRUE,TRUE
"657",TRUE,TRUE,TRUE,NA,TRUE,NA
"658",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"659",TRUE,TRUE,TRUE,NA,NA,TRUE
"660",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"661",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"662",TRUE,NA,TRUE,TRUE,NA,NA
"663",NA,NA,TRUE,NA,NA,TRUE
"664",TRUE,TRUE,TRUE,NA,TRUE,NA
"665",TRUE,TRUE,TRUE,NA,NA,TRUE
"666",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"667",NA,NA,TRUE,FALSE,TRUE,TRUE
"668",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"669",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"670",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"671",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"672",TRUE,TRUE,TRUE,NA,NA,TRUE
"673",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"674",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"675",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"676",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"677",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"678",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"679",NA,NA,NA,TRUE,TRUE,TRUE
"680",NA,NA,NA,TRUE,TRUE,TRUE
"681",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"682",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"683",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"684",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"685",NA,NA,NA,FALSE,TRUE,TRUE
"686",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"687",TRUE,NA,TRUE,FALSE,TRUE,TRUE
"688",TRUE,NA,TRUE,NA,NA,NA
"689",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"690",TRUE,TRUE,TRUE,NA,NA,FALSE
"691",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"692",NA,NA,NA,NA,NA,NA
"693",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"694",TRUE,TRUE,TRUE,NA,NA,TRUE
"695",TRUE,TRUE,TRUE,NA,NA,TRUE
"696",TRUE,TRUE,FALSE,NA,TRUE,TRUE
"697",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"698",TRUE,TRUE,TRUE,NA,NA,NA
"699",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"700",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"701",NA,FALSE,TRUE,TRUE,TRUE,TRUE
"702",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"703",NA,NA,TRUE,NA,NA,TRUE
"704",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"705",TRUE,TRUE,TRUE,NA,NA,TRUE
"706",TRUE,TRUE,TRUE,NA,NA,TRUE
"707",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"708",TRUE,NA,TRUE,TRUE,NA,NA
"709",TRUE,TRUE,TRUE,NA,NA,TRUE
"710",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"711",TRUE,TRUE,TRUE,FALSE,NA,TRUE
"712",NA,NA,NA,NA,NA,TRUE
"713",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"714",NA,NA,NA,NA,NA,NA
"715",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"716",TRUE,TRUE,TRUE,NA,NA,TRUE
"717",TRUE,TRUE,TRUE,FALSE,NA,TRUE
"718",TRUE,TRUE,TRUE,NA,NA,TRUE
"719",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"720",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"721",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"722",NA,NA,TRUE,NA,TRUE,TRUE
"723",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"724",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"725",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"726",TRUE,TRUE,TRUE,TRUE,NA,NA
"727",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"728",TRUE,TRUE,TRUE,FALSE,NA,TRUE
"729",NA,FALSE,NA,NA,NA,TRUE
"730",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"731",TRUE,TRUE,TRUE,NA,NA,TRUE
"732",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"733",TRUE,NA,TRUE,NA,NA,NA
"734",TRUE,TRUE,TRUE,NA,NA,TRUE
"735",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"736",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"737",TRUE,TRUE,TRUE,FALSE,NA,TRUE
"738",TRUE,NA,TRUE,FALSE,TRUE,TRUE
"739",NA,NA,NA,TRUE,TRUE,TRUE
"740",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"741",NA,NA,TRUE,TRUE,TRUE,TRUE
"742",TRUE,TRUE,TRUE,NA,NA,TRUE
"743",TRUE,NA,TRUE,NA,NA,NA
"744",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"745",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"746",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"747",TRUE,TRUE,TRUE,NA,NA,TRUE
"748",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"749",TRUE,TRUE,TRUE,NA,NA,TRUE
"750",TRUE,NA,TRUE,TRUE,NA,NA
"751",TRUE,TRUE,TRUE,NA,NA,TRUE
"752",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"753",TRUE,NA,TRUE,NA,NA,NA
"754",NA,NA,TRUE,NA,NA,NA
"755",TRUE,TRUE,TRUE,NA,NA,TRUE
"756",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"757",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"758",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"759",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"760",TRUE,TRUE,TRUE,FALSE,NA,TRUE
"761",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"762",TRUE,TRUE,TRUE,NA,NA,TRUE
"763",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"764",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"765",NA,NA,NA,TRUE,TRUE,TRUE
"766",TRUE,FALSE,TRUE,NA,NA,TRUE
"767",TRUE,NA,TRUE,TRUE,NA,NA
"768",NA,NA,TRUE,NA,TRUE,TRUE
"769",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"770",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"771",TRUE,NA,TRUE,NA,TRUE,TRUE
"772",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"773",TRUE,NA,TRUE,TRUE,NA,NA
"774",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"775",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"776",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"777",TRUE,TRUE,TRUE,NA,NA,TRUE
"778",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"779",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"780",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"781",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"782",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"783",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"784",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"785",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"786",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"787",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"788",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"789",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"790",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"791",FALSE,FALSE,FALSE,NA,TRUE,TRUE
"792",TRUE,TRUE,TRUE,TRUE,NA,NA
"793",NA,NA,TRUE,TRUE,TRUE,TRUE
"794",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"795",TRUE,TRUE,TRUE,NA,NA,TRUE
"796",NA,NA,TRUE,NA,NA,TRUE
"797",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"798",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"799",TRUE,NA,NA,TRUE,TRUE,TRUE
"800",TRUE,TRUE,TRUE,TRUE,NA,NA
"801",TRUE,FALSE,TRUE,NA,NA,TRUE
"802",TRUE,FALSE,NA,NA,NA,TRUE
"803",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"804",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"805",NA,NA,TRUE,TRUE,TRUE,TRUE
"806",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"807",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"808",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"809",TRUE,TRUE,TRUE,NA,NA,TRUE
"810",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"811",TRUE,NA,NA,NA,NA,TRUE
"812",NA,NA,TRUE,NA,NA,TRUE
"813",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"814",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"815",TRUE,TRUE,NA,NA,NA,TRUE
"816",TRUE,TRUE,NA,NA,NA,NA
"817",TRUE,NA,TRUE,NA,NA,TRUE
"818",TRUE,TRUE,TRUE,TRUE,NA,NA
"819",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"820",NA,NA,TRUE,TRUE,TRUE,TRUE
"821",NA,NA,NA,TRUE,TRUE,TRUE
"822",TRUE,NA,TRUE,NA,TRUE,TRUE
"823",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"824",NA,NA,NA,TRUE,TRUE,TRUE
"825",NA,NA,TRUE,TRUE,TRUE,TRUE
"826",NA,NA,TRUE,NA,NA,NA
"827",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"828",NA,NA,TRUE,TRUE,TRUE,TRUE
"829",TRUE,NA,TRUE,NA,TRUE,TRUE
"830",TRUE,TRUE,TRUE,NA,NA,TRUE
"831",TRUE,NA,TRUE,NA,NA,TRUE
"832",TRUE,TRUE,FALSE,NA,NA,TRUE
"833",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"834",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"835",TRUE,TRUE,TRUE,NA,TRUE,TRUE
"836",TRUE,TRUE,TRUE,NA,NA,TRUE
"837",TRUE,TRUE,TRUE,NA,NA,TRUE
"838",TRUE,TRUE,TRUE,NA,NA,TRUE
"839",NA,NA,NA,TRUE,TRUE,TRUE
"840",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"841",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"842",NA,NA,NA,NA,NA,NA
"843",TRUE,TRUE,NA,NA,NA,TRUE
"844",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"845",TRUE,FALSE,TRUE,TRUE,NA,NA
"846",TRUE,NA,TRUE,TRUE,TRUE,NA
"847",TRUE,NA,TRUE,NA,NA,TRUE
"848",TRUE,TRUE,TRUE,NA,NA,TRUE
"849",TRUE,NA,TRUE,FALSE,TRUE,TRUE
"850",TRUE,NA,NA,TRUE,TRUE,TRUE
"851",TRUE,TRUE,TRUE,NA,NA,NA
"852",TRUE,NA,TRUE,NA,NA,TRUE
"853",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"854",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"855",TRUE,TRUE,TRUE,NA,NA,TRUE
"856",TRUE,TRUE,TRUE,NA,NA,TRUE
"857",TRUE,TRUE,TRUE,NA,NA,NA
"858",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"859",NA,NA,NA,NA,NA,NA
"860",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"861",NA,NA,NA,FALSE,TRUE,TRUE
"862",TRUE,NA,TRUE,TRUE,NA,FALSE
"863",TRUE,NA,TRUE,NA,NA,NA
"864",TRUE,NA,NA,TRUE,TRUE,TRUE
"865",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"866",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"867",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"868",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"869",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"870",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"871",NA,NA,TRUE,TRUE,TRUE,TRUE
"872",NA,NA,NA,NA,NA,TRUE
"873",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"874",TRUE,FALSE,NA,TRUE,TRUE,TRUE
"875",NA,NA,TRUE,NA,NA,NA
"876",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"877",TRUE,TRUE,TRUE,NA,NA,TRUE
"878",TRUE,TRUE,TRUE,NA,NA,TRUE
"879",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"880",TRUE,TRUE,TRUE,NA,NA,TRUE
"881",FALSE,FALSE,NA,TRUE,TRUE,TRUE
"882",TRUE,TRUE,TRUE,NA,NA,TRUE
"883",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"884",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"885",TRUE,NA,TRUE,NA,NA,NA
"886",TRUE,TRUE,TRUE,NA,NA,TRUE
"887",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"888",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"889",TRUE,NA,TRUE,TRUE,TRUE,TRUE
"890",TRUE,TRUE,NA,TRUE,TRUE,TRUE
"891",NA,NA,NA,NA,TRUE,TRUE
"892",TRUE,TRUE,TRUE,TRUE,NA,NA
"893",TRUE,TRUE,TRUE,NA,NA,TRUE
"894",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"895",TRUE,NA,NA,TRUE,TRUE,TRUE
"896",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"897",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"898",TRUE,TRUE,TRUE,NA,TRUE,NA
"899",TRUE,FALSE,TRUE,NA,TRUE,TRUE
"900",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"901",TRUE,FALSE,TRUE,NA,NA,TRUE
"902",TRUE,TRUE,TRUE,NA,NA,TRUE
"903",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"904",TRUE,TRUE,TRUE,TRUE,NA,NA
"905",NA,NA,NA,TRUE,TRUE,TRUE
"906",NA,NA,FALSE,NA,NA,TRUE
"907",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"908",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
